Q2l	 Q2u	 zl	 zu	 Ptl	 Ptu	 xl	 xu
1.0	 2.0	 0.30	 0.35	 0.0	 0.2	 0.0000	 0.1923
1.0	 2.0	 0.30	 0.35	 0.0	 0.2	 0.1923	 0.2600
1.0	 2.0	 0.30	 0.35	 0.0	 0.2	 0.2600	 0.7000
1.0	 2.0	 0.30	 0.35	 0.2	 0.4	 0.0000	 0.1026
1.0	 2.0	 0.30	 0.35	 0.2	 0.4	 0.1026	 0.1581
1.0	 2.0	 0.30	 0.35	 0.2	 0.4	 0.1581	 0.7000
1.0	 2.0	 0.30	 0.35	 0.4	 0.6	 0.0000	 0.1342
1.0	 2.0	 0.30	 0.35	 0.4	 0.6	 0.1342	 0.7000
1.0	 2.0	 0.35	 0.40	 0.0	 0.2	 0.0000	 0.1825
1.0	 2.0	 0.35	 0.40	 0.0	 0.2	 0.1825	 0.2418
1.0	 2.0	 0.35	 0.40	 0.0	 0.2	 0.2418	 0.7000
1.0	 2.0	 0.35	 0.40	 0.2	 0.4	 0.0000	 0.1199
1.0	 2.0	 0.35	 0.40	 0.2	 0.4	 0.1199	 0.1905
1.0	 2.0	 0.35	 0.40	 0.2	 0.4	 0.1905	 0.7000
1.0	 2.0	 0.35	 0.40	 0.4	 0.6	 0.0000	 0.1093
1.0	 2.0	 0.35	 0.40	 0.4	 0.6	 0.1093	 0.1908
1.0	 2.0	 0.35	 0.40	 0.4	 0.6	 0.1908	 0.7000
1.0	 2.0	 0.40	 0.45	 0.0	 0.2	 0.0000	 0.1847
1.0	 2.0	 0.40	 0.45	 0.0	 0.2	 0.1847	 0.3008
1.0	 2.0	 0.40	 0.45	 0.0	 0.2	 0.3008	 0.7000
1.0	 2.0	 0.40	 0.45	 0.2	 0.4	 0.0000	 0.1456
1.0	 2.0	 0.40	 0.45	 0.2	 0.4	 0.1456	 0.2194
1.0	 2.0	 0.40	 0.45	 0.2	 0.4	 0.2194	 0.7000
1.0	 2.0	 0.40	 0.45	 0.4	 0.6	 0.0000	 0.1122
1.0	 2.0	 0.40	 0.45	 0.4	 0.6	 0.1122	 0.1905
1.0	 2.0	 0.40	 0.45	 0.4	 0.6	 0.1905	 0.7000
1.0	 2.0	 0.40	 0.45	 0.6	 1.6	 0.0000	 0.7000
1.0	 2.0	 0.45	 0.50	 0.0	 0.2	 0.0000	 0.1948
1.0	 2.0	 0.45	 0.50	 0.0	 0.2	 0.1948	 0.7000
1.0	 2.0	 0.45	 0.50	 0.2	 0.4	 0.0000	 0.1577
1.0	 2.0	 0.45	 0.50	 0.2	 0.4	 0.1577	 0.2492
1.0	 2.0	 0.45	 0.50	 0.2	 0.4	 0.2492	 0.7000
1.0	 2.0	 0.45	 0.50	 0.4	 0.6	 0.0000	 0.1222
1.0	 2.0	 0.45	 0.50	 0.4	 0.6	 0.1222	 0.7000
1.0	 2.0	 0.45	 0.50	 0.6	 1.6	 0.0000	 0.7000
