Q2l	 Q2u	 zl	 zu	 Ptl	 Ptu	 xl	 xu
1.0	 2.0	 0.30	 0.35	 0.0	 0.2	 0.0000	 0.1383
1.0	 2.0	 0.30	 0.35	 0.0	 0.2	 0.1383	 0.1551
1.0	 2.0	 0.30	 0.35	 0.0	 0.2	 0.1551	 0.1712
1.0	 2.0	 0.30	 0.35	 0.0	 0.2	 0.1712	 0.1892
1.0	 2.0	 0.30	 0.35	 0.0	 0.2	 0.1892	 0.2142
1.0	 2.0	 0.30	 0.35	 0.0	 0.2	 0.2142	 0.2587
1.0	 2.0	 0.30	 0.35	 0.0	 0.2	 0.2587	 0.7000
1.0	 2.0	 0.30	 0.35	 0.2	 0.4	 0.0000	 0.0716
1.0	 2.0	 0.30	 0.35	 0.2	 0.4	 0.0716	 0.0807
1.0	 2.0	 0.30	 0.35	 0.2	 0.4	 0.0807	 0.0906
1.0	 2.0	 0.30	 0.35	 0.2	 0.4	 0.0906	 0.1275
1.0	 2.0	 0.30	 0.35	 0.2	 0.4	 0.1275	 0.1928
1.0	 2.0	 0.30	 0.35	 0.2	 0.4	 0.1928	 0.7000
1.0	 2.0	 0.30	 0.35	 0.4	 0.6	 0.0000	 0.0699
1.0	 2.0	 0.30	 0.35	 0.4	 0.6	 0.0699	 0.0823
1.0	 2.0	 0.30	 0.35	 0.4	 0.6	 0.0823	 0.7000
1.0	 2.0	 0.35	 0.40	 0.0	 0.2	 0.0000	 0.1366
1.0	 2.0	 0.35	 0.40	 0.0	 0.2	 0.1366	 0.1554
1.0	 2.0	 0.35	 0.40	 0.0	 0.2	 0.1554	 0.1749
1.0	 2.0	 0.35	 0.40	 0.0	 0.2	 0.1749	 0.1992
1.0	 2.0	 0.35	 0.40	 0.0	 0.2	 0.1992	 0.2425
1.0	 2.0	 0.35	 0.40	 0.0	 0.2	 0.2425	 0.7000
1.0	 2.0	 0.35	 0.40	 0.2	 0.4	 0.0000	 0.0816
1.0	 2.0	 0.35	 0.40	 0.2	 0.4	 0.0816	 0.1005
1.0	 2.0	 0.35	 0.40	 0.2	 0.4	 0.1005	 0.1297
1.0	 2.0	 0.35	 0.40	 0.2	 0.4	 0.1297	 0.1541
1.0	 2.0	 0.35	 0.40	 0.2	 0.4	 0.1541	 0.1947
1.0	 2.0	 0.35	 0.40	 0.2	 0.4	 0.1947	 0.7000
1.0	 2.0	 0.35	 0.40	 0.4	 0.6	 0.0000	 0.0699
1.0	 2.0	 0.35	 0.40	 0.4	 0.6	 0.0699	 0.0778
1.0	 2.0	 0.35	 0.40	 0.4	 0.6	 0.0778	 0.0871
1.0	 2.0	 0.35	 0.40	 0.4	 0.6	 0.0871	 0.1061
1.0	 2.0	 0.35	 0.40	 0.4	 0.6	 0.1061	 0.7000
1.0	 2.0	 0.40	 0.45	 0.0	 0.2	 0.0000	 0.1406
1.0	 2.0	 0.40	 0.45	 0.0	 0.2	 0.1406	 0.1672
1.0	 2.0	 0.40	 0.45	 0.0	 0.2	 0.1672	 0.1982
1.0	 2.0	 0.40	 0.45	 0.0	 0.2	 0.1982	 0.2767
1.0	 2.0	 0.40	 0.45	 0.0	 0.2	 0.2767	 0.7000
1.0	 2.0	 0.40	 0.45	 0.2	 0.4	 0.0000	 0.0994
1.0	 2.0	 0.40	 0.45	 0.2	 0.4	 0.0994	 0.1259
1.0	 2.0	 0.40	 0.45	 0.2	 0.4	 0.1259	 0.1444
1.0	 2.0	 0.40	 0.45	 0.2	 0.4	 0.1444	 0.1672
1.0	 2.0	 0.40	 0.45	 0.2	 0.4	 0.1672	 0.2144
1.0	 2.0	 0.40	 0.45	 0.2	 0.4	 0.2144	 0.7000
1.0	 2.0	 0.40	 0.45	 0.4	 0.6	 0.0000	 0.0738
1.0	 2.0	 0.40	 0.45	 0.4	 0.6	 0.0738	 0.0829
1.0	 2.0	 0.40	 0.45	 0.4	 0.6	 0.0829	 0.0939
1.0	 2.0	 0.40	 0.45	 0.4	 0.6	 0.0939	 0.1221
1.0	 2.0	 0.40	 0.45	 0.4	 0.6	 0.1221	 0.7000
1.0	 2.0	 0.40	 0.45	 0.6	 1.6	 0.0000	 0.7000
1.0	 2.0	 0.45	 0.50	 0.0	 0.2	 0.0000	 0.1527
1.0	 2.0	 0.45	 0.50	 0.0	 0.2	 0.1527	 0.1933
1.0	 2.0	 0.45	 0.50	 0.0	 0.2	 0.1933	 0.7000
1.0	 2.0	 0.45	 0.50	 0.2	 0.4	 0.0000	 0.1142
1.0	 2.0	 0.45	 0.50	 0.2	 0.4	 0.1142	 0.1342
1.0	 2.0	 0.45	 0.50	 0.2	 0.4	 0.1342	 0.1541
1.0	 2.0	 0.45	 0.50	 0.2	 0.4	 0.1541	 0.1854
