Q2l	 Q2u	 zl	 zu	 Ptl	 Ptu	 xl	 xu
1.0	 2.0	 0.30	 0.35	 0.0	 0.2	 0.0000	 0.1001
1.0	 2.0	 0.30	 0.35	 0.0	 0.2	 0.1001	 0.1211
1.0	 2.0	 0.30	 0.35	 0.0	 0.2	 0.1211	 0.1435
1.0	 2.0	 0.30	 0.35	 0.0	 0.2	 0.1435	 0.1762
1.0	 2.0	 0.30	 0.35	 0.0	 0.2	 0.1762	 0.7000
1.0	 2.0	 0.30	 0.35	 0.2	 0.4	 0.0000	 0.0821
1.0	 2.0	 0.30	 0.35	 0.2	 0.4	 0.0821	 0.0972
1.0	 2.0	 0.30	 0.35	 0.2	 0.4	 0.0972	 0.1136
1.0	 2.0	 0.30	 0.35	 0.2	 0.4	 0.1136	 0.1322
1.0	 2.0	 0.30	 0.35	 0.2	 0.4	 0.1322	 0.1582
1.0	 2.0	 0.30	 0.35	 0.2	 0.4	 0.1582	 0.2136
1.0	 2.0	 0.30	 0.35	 0.2	 0.4	 0.2136	 0.7000
1.0	 2.0	 0.30	 0.35	 0.4	 0.6	 0.0000	 0.0890
1.0	 2.0	 0.30	 0.35	 0.4	 0.6	 0.0890	 0.1118
1.0	 2.0	 0.30	 0.35	 0.4	 0.6	 0.1118	 0.1446
1.0	 2.0	 0.30	 0.35	 0.4	 0.6	 0.1446	 0.7000
1.0	 2.0	 0.30	 0.35	 0.6	 1.0	 0.0000	 0.2142
1.0	 2.0	 0.30	 0.35	 0.6	 1.0	 0.2142	 0.7000
1.0	 2.0	 0.35	 0.40	 0.0	 0.2	 0.0000	 0.1114
1.0	 2.0	 0.35	 0.40	 0.0	 0.2	 0.1114	 0.1404
1.0	 2.0	 0.35	 0.40	 0.0	 0.2	 0.1404	 0.1827
1.0	 2.0	 0.35	 0.40	 0.0	 0.2	 0.1827	 0.7000
1.0	 2.0	 0.35	 0.40	 0.2	 0.4	 0.0000	 0.0890
1.0	 2.0	 0.35	 0.40	 0.2	 0.4	 0.0890	 0.1085
1.0	 2.0	 0.35	 0.40	 0.2	 0.4	 0.1085	 0.1301
1.0	 2.0	 0.35	 0.40	 0.2	 0.4	 0.1301	 0.1630
1.0	 2.0	 0.35	 0.40	 0.2	 0.4	 0.1630	 0.2720
1.0	 2.0	 0.35	 0.40	 0.2	 0.4	 0.2720	 0.7000
1.0	 2.0	 0.35	 0.40	 0.4	 0.6	 0.0000	 0.0923
1.0	 2.0	 0.35	 0.40	 0.4	 0.6	 0.0923	 0.1233
1.0	 2.0	 0.35	 0.40	 0.4	 0.6	 0.1233	 0.1830
1.0	 2.0	 0.35	 0.40	 0.4	 0.6	 0.1830	 0.7000
1.0	 2.0	 0.35	 0.40	 0.6	 0.8	 0.0000	 0.1568
1.0	 2.0	 0.35	 0.40	 0.6	 0.8	 0.1568	 0.7000
1.0	 2.0	 0.40	 0.45	 0.0	 0.2	 0.0000	 0.1277
1.0	 2.0	 0.40	 0.45	 0.0	 0.2	 0.1277	 0.1761
1.0	 2.0	 0.40	 0.45	 0.0	 0.2	 0.1761	 0.7000
1.0	 2.0	 0.40	 0.45	 0.2	 0.4	 0.0000	 0.0970
1.0	 2.0	 0.40	 0.45	 0.2	 0.4	 0.0970	 0.1232
1.0	 2.0	 0.40	 0.45	 0.2	 0.4	 0.1232	 0.1572
1.0	 2.0	 0.40	 0.45	 0.2	 0.4	 0.1572	 0.2780
1.0	 2.0	 0.40	 0.45	 0.2	 0.4	 0.2780	 0.7000
1.0	 2.0	 0.40	 0.45	 0.4	 0.6	 0.0000	 0.0984
1.0	 2.0	 0.40	 0.45	 0.4	 0.6	 0.0984	 0.1409
1.0	 2.0	 0.40	 0.45	 0.4	 0.6	 0.1409	 0.7000
1.0	 2.0	 0.40	 0.45	 0.6	 0.8	 0.0000	 0.1566
1.0	 2.0	 0.40	 0.45	 0.6	 0.8	 0.1566	 0.7000
1.0	 2.0	 0.40	 0.45	 0.8	 1.6	 0.0000	 0.7000
1.0	 2.0	 0.45	 0.50	 0.0	 0.2	 0.0000	 0.1488
1.0	 2.0	 0.45	 0.50	 0.0	 0.2	 0.1488	 0.7000
1.0	 2.0	 0.45	 0.50	 0.2	 0.4	 0.0000	 0.1074
1.0	 2.0	 0.45	 0.50	 0.2	 0.4	 0.1074	 0.1420
1.0	 2.0	 0.45	 0.50	 0.2	 0.4	 0.1420	 0.2218
1.0	 2.0	 0.45	 0.50	 0.2	 0.4	 0.2218	 0.7000
1.0	 2.0	 0.45	 0.50	 0.4	 0.6	 0.0000	 0.1087
1.0	 2.0	 0.45	 0.50	 0.4	 0.6	 0.1087	 0.1840
1.0	 2.0	 0.45	 0.50	 0.4	 0.6	 0.1840	 0.7000
1.0	 2.0	 0.45	 0.50	 0.6	 0.8	 0.0000	 0.1697
1.0	 2.0	 0.45	 0.50	 0.6	 0.8	 0.1697	 0.7000
1.0	 2.0	 0.45	 0.50	 0.8	 1.6	 0.0000	 0.7000
1.0	 2.0	 0.50	 0.55	 0.0	 0.2	 0.0000	 0.1832
1.0	 2.0	 0.50	 0.55	 0.0	 0.2	 0.1832	 0.7000
1.0	 2.0	 0.50	 0.55	 0.2	 0.4	 0.0000	 0.1200
1.0	 2.0	 0.50	 0.55	 0.2	 0.4	 0.1200	 0.1800
1.0	 2.0	 0.50	 0.55	 0.2	 0.4	 0.1800	 0.7000
1.0	 2.0	 0.50	 0.55	 0.4	 0.6	 0.0000	 0.1189
1.0	 2.0	 0.50	 0.55	 0.4	 0.6	 0.1189	 0.7000
1.0	 2.0	 0.50	 0.55	 0.6	 1.0	 0.0000	 0.1340
1.0	 2.0	 0.50	 0.55	 0.6	 1.0	 0.1340	 0.7000
1.0	 2.0	 0.55	 0.60	 0.0	 0.4	 0.0000	 0.1232
1.0	 2.0	 0.55	 0.60	 0.0	 0.4	 0.1232	 0.1666
1.0	 2.0	 0.55	 0.60	 0.0	 0.4	 0.1666	 0.7000
1.0	 2.0	 0.55	 0.60	 0.4	 0.6	 0.0000	 0.1362
1.0	 2.0	 0.55	 0.60	 0.4	 0.6	 0.1362	 0.7000
1.0	 2.0	 0.55	 0.60	 0.6	 1.0	 0.0000	 0.1518
1.0	 2.0	 0.55	 0.60	 0.6	 1.0	 0.1518	 0.7000
1.0	 2.0	 0.60	 0.65	 0.0	 0.4	 0.0000	 0.1384
1.0	 2.0	 0.60	 0.65	 0.0	 0.4	 0.1384	 0.7000
1.0	 2.0	 0.60	 0.65	 0.4	 0.6	 0.0000	 0.1647
1.0	 2.0	 0.60	 0.65	 0.4	 0.6	 0.1647	 0.7000
1.0	 2.0	 0.60	 0.65	 0.6	 1.6	 0.0000	 0.1529
1.0	 2.0	 0.60	 0.65	 0.6	 1.6	 0.1529	 0.7000
1.0	 2.0	 0.65	 0.70	 0.0	 0.4	 0.0000	 0.1638
1.0	 2.0	 0.65	 0.70	 0.0	 0.4	 0.1638	 0.7000
1.0	 2.0	 0.65	 0.70	 0.4	 0.8	 0.0000	 0.1353
1.0	 2.0	 0.65	 0.70	 0.4	 0.8	 0.1353	 0.7000
1.0	 2.0	 0.65	 0.70	 0.8	 1.6	 0.0000	 0.7000
2.0	 3.0	 0.30	 0.35	 0.0	 0.2	 0.0000	 0.2010
2.0	 3.0	 0.30	 0.35	 0.0	 0.2	 0.2010	 0.2650
2.0	 3.0	 0.30	 0.35	 0.0	 0.2	 0.2650	 0.7000
2.0	 3.0	 0.30	 0.35	 0.2	 0.4	 0.0000	 0.1885
2.0	 3.0	 0.30	 0.35	 0.2	 0.4	 0.1885	 0.2357
2.0	 3.0	 0.30	 0.35	 0.2	 0.4	 0.2357	 0.3349
2.0	 3.0	 0.30	 0.35	 0.2	 0.4	 0.3349	 0.7000
2.0	 3.0	 0.30	 0.35	 0.4	 0.6	 0.0000	 0.2148
2.0	 3.0	 0.30	 0.35	 0.4	 0.6	 0.2148	 0.7000
2.0	 3.0	 0.30	 0.35	 0.6	 1.6	 0.0000	 0.7000
2.0	 3.0	 0.35	 0.40	 0.0	 0.2	 0.0000	 0.2195
2.0	 3.0	 0.35	 0.40	 0.0	 0.2	 0.2195	 0.7000
2.0	 3.0	 0.35	 0.40	 0.2	 0.4	 0.0000	 0.1995
2.0	 3.0	 0.35	 0.40	 0.2	 0.4	 0.1995	 0.2658
2.0	 3.0	 0.35	 0.40	 0.2	 0.4	 0.2658	 0.7000
2.0	 3.0	 0.35	 0.40	 0.4	 0.6	 0.0000	 0.2392
2.0	 3.0	 0.35	 0.40	 0.4	 0.6	 0.2392	 0.7000
2.0	 3.0	 0.35	 0.40	 0.6	 1.6	 0.0000	 0.7000
2.0	 3.0	 0.40	 0.45	 0.0	 0.2	 0.0000	 0.2518
2.0	 3.0	 0.40	 0.45	 0.0	 0.2	 0.2518	 0.7000
2.0	 3.0	 0.40	 0.45	 0.2	 0.4	 0.0000	 0.2138
2.0	 3.0	 0.40	 0.45	 0.2	 0.4	 0.2138	 0.3358
2.0	 3.0	 0.40	 0.45	 0.2	 0.4	 0.3358	 0.7000
2.0	 3.0	 0.40	 0.45	 0.4	 0.6	 0.0000	 0.2860
2.0	 3.0	 0.40	 0.45	 0.4	 0.6	 0.2860	 0.7000
2.0	 3.0	 0.40	 0.45	 0.6	 1.6	 0.0000	 0.7000
2.0	 3.0	 0.45	 0.50	 0.0	 0.4	 0.0000	 0.2039
2.0	 3.0	 0.45	 0.50	 0.0	 0.4	 0.2039	 0.2650
2.0	 3.0	 0.45	 0.50	 0.0	 0.4	 0.2650	 0.7000
2.0	 3.0	 0.45	 0.50	 0.4	 0.8	 0.0000	 0.2445
2.0	 3.0	 0.45	 0.50	 0.4	 0.8	 0.2445	 0.7000
2.0	 3.0	 0.50	 0.55	 0.0	 0.4	 0.0000	 0.2216
2.0	 3.0	 0.50	 0.55	 0.0	 0.4	 0.2216	 0.7000
2.0	 3.0	 0.50	 0.55	 0.4	 0.8	 0.0000	 0.2833
2.0	 3.0	 0.50	 0.55	 0.4	 0.8	 0.2833	 0.7000
2.0	 3.0	 0.55	 0.60	 0.0	 0.4	 0.0000	 0.2504
2.0	 3.0	 0.55	 0.60	 0.0	 0.4	 0.2504	 0.7000
2.0	 3.0	 0.55	 0.60	 0.4	 1.0	 0.0000	 0.3288
2.0	 3.0	 0.55	 0.60	 0.4	 1.0	 0.3288	 0.7000
2.0	 3.0	 0.60	 0.65	 0.0	 0.4	 0.0000	 0.3495
2.0	 3.0	 0.60	 0.65	 0.0	 0.4	 0.3495	 0.7000
2.0	 3.0	 0.60	 0.65	 0.4	 1.6	 0.0000	 0.7000
2.0	 3.0	 0.65	 0.70	 0.0	 0.8	 0.0000	 0.2567
2.0	 3.0	 0.65	 0.70	 0.0	 0.8	 0.2567	 0.7000
3.0	 4.0	 0.30	 0.35	 0.0	 0.2	 0.0000	 0.3090
3.0	 4.0	 0.30	 0.35	 0.0	 0.2	 0.3090	 0.7000
3.0	 4.0	 0.30	 0.35	 0.2	 0.4	 0.0000	 0.2902
3.0	 4.0	 0.30	 0.35	 0.2	 0.4	 0.2902	 0.4513
3.0	 4.0	 0.30	 0.35	 0.2	 0.4	 0.4513	 0.7000
3.0	 4.0	 0.30	 0.35	 0.4	 0.6	 0.0000	 0.4216
3.0	 4.0	 0.30	 0.35	 0.4	 0.6	 0.4216	 0.7000
3.0	 4.0	 0.30	 0.35	 0.6	 1.6	 0.0000	 0.7000
3.0	 4.0	 0.35	 0.40	 0.0	 0.2	 0.0000	 0.3839
3.0	 4.0	 0.35	 0.40	 0.0	 0.2	 0.3839	 0.7000
3.0	 4.0	 0.35	 0.40	 0.2	 0.4	 0.0000	 0.3054
3.0	 4.0	 0.35	 0.40	 0.2	 0.4	 0.3054	 0.7000
3.0	 4.0	 0.35	 0.40	 0.4	 0.8	 0.0000	 0.3653
3.0	 4.0	 0.35	 0.40	 0.4	 0.8	 0.3653	 0.7000
3.0	 4.0	 0.40	 0.45	 0.0	 0.4	 0.0000	 0.2874
3.0	 4.0	 0.40	 0.45	 0.0	 0.4	 0.2874	 0.4099
3.0	 4.0	 0.40	 0.45	 0.0	 0.4	 0.4099	 0.7000
3.0	 4.0	 0.40	 0.45	 0.4	 1.0	 0.0000	 0.4267
3.0	 4.0	 0.40	 0.45	 0.4	 1.0	 0.4267	 0.7000
3.0	 4.0	 0.45	 0.50	 0.0	 0.4	 0.0000	 0.3127
3.0	 4.0	 0.45	 0.50	 0.0	 0.4	 0.3127	 0.7000
3.0	 4.0	 0.45	 0.50	 0.4	 1.6	 0.0000	 0.7000
3.0	 4.0	 0.50	 0.55	 0.0	 0.4	 0.0000	 0.3723
3.0	 4.0	 0.50	 0.55	 0.0	 0.4	 0.3723	 0.7000
