Q2l	 Q2u	 zl	 zu	 Ptl	 Ptu	 xl	 xu
1.0	 2.0	 0.40	 0.45	 0.0	 1.6	 0.0000	 0.7000
1.0	 2.0	 0.45	 0.50	 0.0	 1.6	 0.0000	 0.7000
1.0	 2.0	 0.50	 0.55	 0.0	 0.8	 0.0000	 0.1642
1.0	 2.0	 0.50	 0.55	 0.0	 0.8	 0.1642	 0.7000
1.0	 2.0	 0.55	 0.60	 0.0	 0.6	 0.0000	 0.1873
1.0	 2.0	 0.55	 0.60	 0.0	 0.6	 0.1873	 0.7000
1.0	 2.0	 0.55	 0.60	 0.6	 1.6	 0.0000	 0.7000
1.0	 2.0	 0.60	 0.65	 0.0	 0.6	 0.0000	 0.1861
1.0	 2.0	 0.60	 0.65	 0.0	 0.6	 0.1861	 0.7000
1.0	 2.0	 0.60	 0.65	 0.6	 1.6	 0.0000	 0.7000
1.0	 2.0	 0.65	 0.70	 0.0	 0.6	 0.0000	 0.2046
1.0	 2.0	 0.65	 0.70	 0.0	 0.6	 0.2046	 0.7000
1.0	 2.0	 0.65	 0.70	 0.6	 1.6	 0.0000	 0.7000
2.0	 3.0	 0.50	 0.55	 0.0	 1.6	 0.0000	 0.7000
2.0	 3.0	 0.55	 0.60	 0.0	 1.6	 0.0000	 0.7000
2.0	 3.0	 0.60	 0.65	 0.0	 1.6	 0.0000	 0.7000
2.0	 3.0	 0.65	 0.70	 0.0	 1.6	 0.0000	 0.7000
3.0	 4.0	 0.50	 0.55	 0.0	 1.6	 0.0000	 0.7000
3.0	 4.0	 0.55	 0.60	 0.0	 1.6	 0.0000	 0.7000
3.0	 4.0	 0.60	 0.65	 0.0	 1.6	 0.0000	 0.7000
