Q2l	 Q2u	 zl	 zu	 Ptl	 Ptu	 xl	 xu
1.0	 2.0	 0.35	 0.40	 0.0	 1.6	 0.0000	 0.7000
1.0	 2.0	 0.40	 0.45	 0.0	 0.6	 0.0000	 0.1135
1.0	 2.0	 0.40	 0.45	 0.0	 0.6	 0.1135	 0.7000
1.0	 2.0	 0.45	 0.50	 0.0	 0.4	 0.0000	 0.1820
1.0	 2.0	 0.45	 0.50	 0.0	 0.4	 0.1820	 0.7000
1.0	 2.0	 0.45	 0.50	 0.4	 0.8	 0.0000	 0.1118
1.0	 2.0	 0.45	 0.50	 0.4	 0.8	 0.1118	 0.7000
1.0	 2.0	 0.50	 0.55	 0.0	 0.4	 0.0000	 0.1638
1.0	 2.0	 0.50	 0.55	 0.0	 0.4	 0.1638	 0.7000
1.0	 2.0	 0.50	 0.55	 0.4	 0.8	 0.0000	 0.1157
1.0	 2.0	 0.50	 0.55	 0.4	 0.8	 0.1157	 0.7000
1.0	 2.0	 0.55	 0.60	 0.0	 0.4	 0.0000	 0.1648
1.0	 2.0	 0.55	 0.60	 0.0	 0.4	 0.1648	 0.7000
1.0	 2.0	 0.55	 0.60	 0.4	 0.8	 0.0000	 0.1274
1.0	 2.0	 0.55	 0.60	 0.4	 0.8	 0.1274	 0.7000
1.0	 2.0	 0.60	 0.65	 0.0	 0.4	 0.0000	 0.1745
1.0	 2.0	 0.60	 0.65	 0.0	 0.4	 0.1745	 0.7000
1.0	 2.0	 0.60	 0.65	 0.4	 0.8	 0.0000	 0.1513
1.0	 2.0	 0.60	 0.65	 0.4	 0.8	 0.1513	 0.7000
1.0	 2.0	 0.65	 0.70	 0.0	 0.4	 0.0000	 0.1938
1.0	 2.0	 0.65	 0.70	 0.0	 0.4	 0.1938	 0.7000
1.0	 2.0	 0.65	 0.70	 0.4	 1.0	 0.0000	 0.1922
1.0	 2.0	 0.65	 0.70	 0.4	 1.0	 0.1922	 0.7000
2.0	 3.0	 0.50	 0.55	 0.0	 1.6	 0.0000	 0.7000
2.0	 3.0	 0.55	 0.60	 0.0	 1.6	 0.0000	 0.7000
2.0	 3.0	 0.60	 0.65	 0.0	 1.6	 0.0000	 0.7000
2.0	 3.0	 0.65	 0.70	 0.0	 1.6	 0.0000	 0.7000
3.0	 4.0	 0.50	 0.55	 0.0	 1.6	 0.0000	 0.7000
3.0	 4.0	 0.55	 0.60	 0.0	 1.6	 0.0000	 0.7000
