Q2l	 Q2u	 zl	 zu	 Ptl	 Ptu	 xl	 xu
1.0	 2.0	 0.30	 0.35	 0.0	 0.4	 0.0000	 0.2476
1.0	 2.0	 0.30	 0.35	 0.0	 0.4	 0.2476	 0.7000
1.0	 2.0	 0.30	 0.35	 0.4	 1.6	 0.0000	 0.7000
1.0	 2.0	 0.35	 0.40	 0.0	 0.4	 0.0000	 0.2252
1.0	 2.0	 0.35	 0.40	 0.0	 0.4	 0.2252	 0.7000
1.0	 2.0	 0.35	 0.40	 0.4	 1.6	 0.0000	 0.7000
1.0	 2.0	 0.40	 0.45	 0.0	 0.4	 0.0000	 0.2149
1.0	 2.0	 0.40	 0.45	 0.0	 0.4	 0.2149	 0.7000
1.0	 2.0	 0.40	 0.45	 0.4	 1.6	 0.0000	 0.7000
1.0	 2.0	 0.45	 0.50	 0.0	 0.4	 0.0000	 0.2248
1.0	 2.0	 0.45	 0.50	 0.0	 0.4	 0.2248	 0.7000
1.0	 2.0	 0.45	 0.50	 0.4	 1.6	 0.0000	 0.7000
1.0	 2.0	 0.50	 0.55	 0.0	 0.4	 0.0000	 0.2536
1.0	 2.0	 0.50	 0.55	 0.0	 0.4	 0.2536	 0.7000
1.0	 2.0	 0.50	 0.55	 0.4	 1.6	 0.0000	 0.7000
1.0	 2.0	 0.55	 0.60	 0.0	 0.6	 0.0000	 0.2137
1.0	 2.0	 0.55	 0.60	 0.0	 0.6	 0.2137	 0.7000
1.0	 2.0	 0.55	 0.60	 0.6	 1.6	 0.0000	 0.7000
1.0	 2.0	 0.60	 0.65	 0.0	 0.8	 0.0000	 0.2384
1.0	 2.0	 0.60	 0.65	 0.0	 0.8	 0.2384	 0.7000
1.0	 2.0	 0.65	 0.70	 0.0	 1.6	 0.0000	 0.7000
2.0	 3.0	 0.30	 0.35	 0.0	 1.6	 0.0000	 0.7000
2.0	 3.0	 0.35	 0.40	 0.0	 1.6	 0.0000	 0.7000
2.0	 3.0	 0.40	 0.45	 0.0	 1.6	 0.0000	 0.7000
2.0	 3.0	 0.45	 0.50	 0.0	 1.6	 0.0000	 0.7000
2.0	 3.0	 0.50	 0.55	 0.0	 1.6	 0.0000	 0.7000
2.0	 3.0	 0.55	 0.60	 0.0	 1.6	 0.0000	 0.7000
2.0	 3.0	 0.60	 0.65	 0.0	 1.6	 0.0000	 0.7000
3.0	 4.0	 0.30	 0.35	 0.0	 1.6	 0.0000	 0.7000
3.0	 4.0	 0.35	 0.40	 0.0	 1.6	 0.0000	 0.7000
3.0	 4.0	 0.40	 0.45	 0.0	 1.6	 0.0000	 0.7000
3.0	 4.0	 0.45	 0.50	 0.0	 1.6	 0.0000	 0.7000
3.0	 4.0	 0.50	 0.55	 0.0	 1.6	 0.0000	 0.7000
