Q2l	 Q2u	 zl	 zu	 Ptl	 Ptu	 xl	 xu
1.0	 2.0	 0.30	 0.35	 0.0	 0.2	 0.0000	 0.1176
1.0	 2.0	 0.30	 0.35	 0.0	 0.2	 0.1176	 0.1330
1.0	 2.0	 0.30	 0.35	 0.0	 0.2	 0.1330	 0.1462
1.0	 2.0	 0.30	 0.35	 0.0	 0.2	 0.1462	 0.1588
1.0	 2.0	 0.30	 0.35	 0.0	 0.2	 0.1588	 0.1713
1.0	 2.0	 0.30	 0.35	 0.0	 0.2	 0.1713	 0.1841
1.0	 2.0	 0.30	 0.35	 0.0	 0.2	 0.1841	 0.1988
1.0	 2.0	 0.30	 0.35	 0.0	 0.2	 0.1988	 0.2183
1.0	 2.0	 0.30	 0.35	 0.0	 0.2	 0.2183	 0.2541
1.0	 2.0	 0.30	 0.35	 0.0	 0.2	 0.2541	 0.7000
1.0	 2.0	 0.30	 0.35	 0.2	 0.4	 0.0000	 0.0932
1.0	 2.0	 0.30	 0.35	 0.2	 0.4	 0.0932	 0.1028
1.0	 2.0	 0.30	 0.35	 0.2	 0.4	 0.1028	 0.1117
1.0	 2.0	 0.30	 0.35	 0.2	 0.4	 0.1117	 0.1203
1.0	 2.0	 0.30	 0.35	 0.2	 0.4	 0.1203	 0.1291
1.0	 2.0	 0.30	 0.35	 0.2	 0.4	 0.1291	 0.1384
1.0	 2.0	 0.30	 0.35	 0.2	 0.4	 0.1384	 0.1486
1.0	 2.0	 0.30	 0.35	 0.2	 0.4	 0.1486	 0.1602
1.0	 2.0	 0.30	 0.35	 0.2	 0.4	 0.1602	 0.1732
1.0	 2.0	 0.30	 0.35	 0.2	 0.4	 0.1732	 0.1880
1.0	 2.0	 0.30	 0.35	 0.2	 0.4	 0.1880	 0.2072
1.0	 2.0	 0.30	 0.35	 0.2	 0.4	 0.2072	 0.2406
1.0	 2.0	 0.30	 0.35	 0.2	 0.4	 0.2406	 0.7000
1.0	 2.0	 0.30	 0.35	 0.4	 0.6	 0.0000	 0.0983
1.0	 2.0	 0.30	 0.35	 0.4	 0.6	 0.0983	 0.1143
1.0	 2.0	 0.30	 0.35	 0.4	 0.6	 0.1143	 0.1300
1.0	 2.0	 0.30	 0.35	 0.4	 0.6	 0.1300	 0.1478
1.0	 2.0	 0.30	 0.35	 0.4	 0.6	 0.1478	 0.1682
1.0	 2.0	 0.30	 0.35	 0.4	 0.6	 0.1682	 0.1941
1.0	 2.0	 0.30	 0.35	 0.4	 0.6	 0.1941	 0.2392
1.0	 2.0	 0.30	 0.35	 0.4	 0.6	 0.2392	 0.7000
1.0	 2.0	 0.30	 0.35	 0.6	 1.6	 0.0000	 0.7000
1.0	 2.0	 0.35	 0.40	 0.0	 0.2	 0.0000	 0.1267
1.0	 2.0	 0.35	 0.40	 0.0	 0.2	 0.1267	 0.1455
1.0	 2.0	 0.35	 0.40	 0.0	 0.2	 0.1455	 0.1622
1.0	 2.0	 0.35	 0.40	 0.0	 0.2	 0.1622	 0.1785
1.0	 2.0	 0.35	 0.40	 0.0	 0.2	 0.1785	 0.1964
1.0	 2.0	 0.35	 0.40	 0.0	 0.2	 0.1964	 0.2219
1.0	 2.0	 0.35	 0.40	 0.0	 0.2	 0.2219	 0.7000
1.0	 2.0	 0.35	 0.40	 0.2	 0.4	 0.0000	 0.0987
1.0	 2.0	 0.35	 0.40	 0.2	 0.4	 0.0987	 0.1106
1.0	 2.0	 0.35	 0.40	 0.2	 0.4	 0.1106	 0.1217
1.0	 2.0	 0.35	 0.40	 0.2	 0.4	 0.1217	 0.1328
1.0	 2.0	 0.35	 0.40	 0.2	 0.4	 0.1328	 0.1451
1.0	 2.0	 0.35	 0.40	 0.2	 0.4	 0.1451	 0.1591
1.0	 2.0	 0.35	 0.40	 0.2	 0.4	 0.1591	 0.1751
1.0	 2.0	 0.35	 0.40	 0.2	 0.4	 0.1751	 0.1944
1.0	 2.0	 0.35	 0.40	 0.2	 0.4	 0.1944	 0.2245
1.0	 2.0	 0.35	 0.40	 0.2	 0.4	 0.2245	 0.7000
1.0	 2.0	 0.35	 0.40	 0.4	 0.6	 0.0000	 0.1004
1.0	 2.0	 0.35	 0.40	 0.4	 0.6	 0.1004	 0.1181
1.0	 2.0	 0.35	 0.40	 0.4	 0.6	 0.1181	 0.1381
1.0	 2.0	 0.35	 0.40	 0.4	 0.6	 0.1381	 0.1611
1.0	 2.0	 0.35	 0.40	 0.4	 0.6	 0.1611	 0.1882
1.0	 2.0	 0.35	 0.40	 0.4	 0.6	 0.1882	 0.2333
1.0	 2.0	 0.35	 0.40	 0.4	 0.6	 0.2333	 0.7000
1.0	 2.0	 0.35	 0.40	 0.6	 0.8	 0.0000	 0.1559
1.0	 2.0	 0.35	 0.40	 0.6	 0.8	 0.1559	 0.7000
1.0	 2.0	 0.40	 0.45	 0.0	 0.2	 0.0000	 0.1368
1.0	 2.0	 0.40	 0.45	 0.0	 0.2	 0.1368	 0.1598
1.0	 2.0	 0.40	 0.45	 0.0	 0.2	 0.1598	 0.1814
1.0	 2.0	 0.40	 0.45	 0.0	 0.2	 0.1814	 0.2068
1.0	 2.0	 0.40	 0.45	 0.0	 0.2	 0.2068	 0.2635
1.0	 2.0	 0.40	 0.45	 0.0	 0.2	 0.2635	 0.7000
1.0	 2.0	 0.40	 0.45	 0.2	 0.4	 0.0000	 0.1048
